TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
600-699,ostatní kriminalita,934,655,0.7012999999999999,16,17,33,413,47,57,26,0,94,749,18,29,47,456,53,67,29,0,15237,0,Jihočeský,2024-07-01
100-699,obecná kriminalita,3604,1670,0.46340000000000003,42,47,87,1080,84,116,65,0,383,2053,57,79,132,1286,116,132,74,0,200758,415,Jihočeský,2024-07-01
700-799,zbývající kriminalita,962,717,0.7453,0,1,1,304,79,360,254,0,123,840,0,1,1,351,91,390,273,0,62705,0,Jihočeský,2024-07-01
800-899,hospodářská kriminalita,457,210,0.4595,1,2,3,37,31,0,0,0,105,315,2,2,4,60,72,0,0,3,317546,0,Jihočeský,2024-07-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihočeský,2024-07-01
100-106,vraždy,6,5,0.8332999999999999,0,0,0,1,3,5,3,0,2,7,0,0,0,3,3,5,3,0,0,0,Plzeňský,2024-07-01
100-199,násilná kriminalita,536,251,0.4683,10,21,31,101,60,35,24,0,109,360,14,34,48,148,79,39,27,0,2174,5,Plzeňský,2024-07-01
200-299,mravnostní kriminalita,128,45,0.35159999999999997,8,10,18,10,3,1,1,0,28,73,13,17,30,18,5,1,1,0,0,0,Plzeňský,2024-07-01
300-399,krádeže vloupáním,915,113,0.1235,0,1,1,81,22,4,0,0,127,240,1,5,5,184,37,4,0,0,29382,3,Plzeňský,2024-07-01
400-499,krádeže prosté,770,293,0.38049999999999995,6,7,13,209,25,11,3,0,97,390,7,8,15,286,35,13,3,0,56004,121,Plzeňský,2024-07-01
500-599,ostatní majetková kriminalita,965,100,0.1036,3,2,5,39,16,7,5,0,79,179,4,7,11,73,26,8,5,0,124720,0,Plzeňský,2024-07-01
300-599,majetková kriminalita,2650,506,0.1909,9,10,19,329,63,22,8,0,303,809,12,20,31,543,98,25,8,0,210107,124,Plzeňský,2024-07-01
600-699,ostatní kriminalita,894,529,0.5917,8,12,20,310,64,41,17,0,176,705,12,26,38,398,86,51,22,0,26499,0,Plzeňský,2024-07-01
100-699,obecná kriminalita,4208,1331,0.31629999999999997,35,53,88,750,190,99,50,0,616,1947,51,97,147,1107,268,116,58,0,238781,129,Plzeňský,2024-07-01
700-799,zbývající kriminalita,905,501,0.5536,0,2,2,139,111,334,228,1,256,757,1,3,4,235,147,424,293,1,45034,0,Plzeňský,2024-07-01
800-899,hospodářská kriminalita,402,115,0.2861,1,0,1,15,53,2,2,1,71,186,1,3,4,34,59,2,2,2,268805,0,Plzeňský,2024-07-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plzeňský,2024-07-01
100-106,vraždy,11,11,1.0,1,0,1,5,1,6,4,0,0,11,1,0,1,5,1,6,4,0,0,0,Ústecký,2024-07-01
100-199,násilná kriminalita,927,549,0.5922,31,39,68,284,45,131,54,0,131,680,41,59,97,339,55,151,64,0,2634,8,Ústecký,2024-07-01
200-299,mravnostní kriminalita,320,150,0.46880000000000005,17,20,37,50,12,17,5,0,67,217,35,41,73,60,12,18,6,0,1,0,Ústecký,2024-07-01
300-399,krádeže vloupáním,1358,415,0.3056,10,9,14,319,12,56,2,0,133,548,12,15,20,421,16,71,2,0,52698,368,Ústecký,2024-07-01
400-499,krádeže prosté,1812,1219,0.6727,17,28,45,1051,41,139,16,0,140,1359,21,42,62,1153,46,145,17,0,55505,758,Ústecký,2024-07-01
500-599,ostatní majetková kriminalita,1501,270,0.17989999999999998,5,9,14,144,9,41,15,0,153,423,6,22,28,222,25,44,15,1,278390,0,Ústecký,2024-07-01
300-599,majetková kriminalita,4671,1904,0.40759999999999996,32,46,73,1514,62,236,33,0,426,2330,39,79,110,1796,87,260,34,1,386593,1126,Ústecký,2024-07-01
600-699,ostatní kriminalita,1838,1299,0.7068000000000001,15,29,43,913,81,177,55,0,187,1486,19,53,71,1011,90,188,57,0,57343,0,Ústecký,2024-07-01
100-699,obecná kriminalita,7756,3902,0.5031,95,134,221,2761,200,561,147,0,811,4713,134,232,351,3206,244,617,161,1,446571,1134,Ústecký,2024-07-01
700-799,zbývající kriminalita,1449,830,0.5728,2,7,9,333,93,433,312,0,358,1188,3,12,15,502,119,474,346,2,90042,0,Ústecký,2024-07-01
800-899,hospodářská kriminalita,763,397,0.5203,0,1,1,103,49,3,2,7,100,497,0,2,2,128,62,3,2,10,397377,304,Ústecký,2024-07-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ústecký,2024-07-01
100-106,vraždy,3,2,0.6667000000000001,0,0,0,1,0,0,0,0,2,4,0,0,0,2,0,0,0,0,400,0,Královéhradecký,2024-07-01
100-199,násilná kriminalita,333,164,0.4925,10,4,14,72,14,35,21,0,74,238,16,9,24,105,22,51,35,0,978,0,Královéhradecký,2024-07-01
200-299,mravnostní kriminalita,114,38,0.3333,11,3,14,6,2,2,1,0,30,68,18,8,26,11,2,2,1,0,0,0,Královéhradecký,2024-07-01
300-399,krádeže vloupáním,381,153,0.40159999999999996,0,3,3,107,9,33,0,0,40,193,0,5,5,133,14,33,0,0,16342,51,Královéhradecký,2024-07-01
400-499,krádeže prosté,629,363,0.5771000000000001,1,20,21,292,17,35,10,0,76,439,2,24,26,352,23,36,10,0,34591,93,Královéhradecký,2024-07-01
500-599,ostatní majetková kriminalita,830,98,0.11810000000000001,4,1,5,54,3,6,4,1,101,199,6,6,12,107,9,9,6,1,190531,0,Královéhradecký,2024-07-01
300-599,majetková kriminalita,1840,614,0.3337,5,24,29,453,29,74,14,1,217,831,8,35,43,592,46,78,16,1,241464,144,Královéhradecký,2024-07-01
600-699,ostatní kriminalita,687,432,0.6288,10,9,19,288,28,54,24,0,75,507,13,14,27,328,37,61,28,1,12628,0,Královéhradecký,2024-07-01
100-699,obecná kriminalita,2974,1248,0.41960000000000003,36,40,76,819,73,165,60,1,396,1644,55,66,120,1036,107,192,80,2,255069,144,Královéhradecký,2024-07-01
700-799,zbývající kriminalita,677,482,0.7120000000000001,1,7,8,150,55,296,207,0,126,608,1,7,8,176,66,327,233,0,24945,0,Královéhradecký,2024-07-01
800-899,hospodářská kriminalita,393,178,0.45289999999999997,0,2,2,33,30,4,4,3,56,234,0,2,2,51,40,4,4,4,151324,0,Královéhradecký,2024-07-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Královéhradecký,2024-07-01
100-106,vraždy,6,4,0.6667000000000001,0,1,1,0,0,2,2,0,0,4,0,1,1,0,0,2,2,0,0,0,Jihomoravský,2024-07-01
100-199,násilná kriminalita,875,369,0.4217,3,28,31,172,53,59,37,0,213,582,12,48,59,260,73,86,56,0,5260,0,Jihomoravský,2024-07-01
200-299,mravnostní kriminalita,192,82,0.42710000000000004,2,8,10,14,7,2,0,0,52,134,9,16,25,24,10,3,1,1,46,0,Jihomoravský,2024-07-01
300-399,krádeže vloupáním,2012,304,0.15109999999999998,0,2,2,267,10,11,1,0,124,428,2,6,7,379,18,19,1,0,88708,30,Jihomoravský,2024-07-01
400-499,krádeže prosté,1957,700,0.3577,4,7,10,592,57,38,7,0,243,943,9,19,27,773,87,46,9,0,76232,2001,Jihomoravský,2024-07-01
500-599,ostatní majetková kriminalita,2212,199,0.09,6,5,10,103,16,8,5,0,280,479,8,16,23,237,47,8,5,0,335383,0,Jihomoravský,2024-07-01
300-599,majetková kriminalita,6181,1203,0.1946,10,14,22,962,83,57,13,0,647,1850,19,41,57,1389,152,73,15,0,500322,2031,Jihomoravský,2024-07-01
600-699,ostatní kriminalita,1568,763,0.4866,8,26,34,445,90,113,49,0,265,1028,9,45,53,595,116,141,61,0,15330,0,Jihomoravský,2024-07-01
100-699,obecná kriminalita,8816,2417,0.2742,23,76,97,1593,233,231,99,0,1177,3594,49,150,194,2268,351,303,133,1,520958,2031,Jihomoravský,2024-07-01
700-799,zbývající kriminalita,1297,790,0.6091,3,2,5,247,134,509,395,1,295,1085,4,9,13,323,175,622,480,1,50659,0,Jihomoravský,2024-07-01
800-899,hospodářská kriminalita,828,183,0.221,1,0,1,35,84,4,4,15,166,349,1,3,4,82,111,4,4,44,493479,0,Jihomoravský,2024-07-01
900-999,vojenské a protiústavní činy,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihomoravský,2024-07-01
100-106,vraždy,3,3,1.0,0,0,0,2,1,2,2,0,2,5,1,0,1,2,1,2,2,0,21,0,Moravskoslezský,2024-07-01
100-199,násilná kriminalita,1147,603,0.5257000000000001,35,68,96,308,47,90,44,0,219,822,55,89,133,400,62,107,53,0,5094,7,Moravskoslezský,2024-07-01
200-299,mravnostní kriminalita,237,126,0.5317000000000001,20,23,43,33,14,7,1,0,41,167,27,30,57,39,17,7,1,0,0,0,Moravskoslezský,2024-07-01
300-399,krádeže vloupáním,1874,595,0.3175,7,30,36,517,14,20,2,0,190,785,17,45,59,681,17,22,3,0,61724,257,Moravskoslezský,2024-07-01
400-499,krádeže prosté,2856,1707,0.5977,20,29,49,1445,39,53,10,0,253,1960,34,50,82,1622,51,54,10,0,65807,622,Moravskoslezský,2024-07-01
500-599,ostatní majetková kriminalita,2067,261,0.1263,4,9,13,148,17,9,4,0,209,470,12,23,35,254,31,10,4,0,229145,0,Moravskoslezský,2024-07-01
300-599,majetková kriminalita,6797,2563,0.3771,31,68,98,2110,70,82,16,0,652,3215,63,118,176,2557,99,86,17,0,356675,879,Moravskoslezský,2024-07-01
600-699,ostatní kriminalita,2152,1476,0.6859000000000001,39,181,220,953,59,125,48,0,222,1698,62,212,272,1074,70,135,52,0,27643,0,Moravskoslezský,2024-07-01
100-699,obecná kriminalita,10333,4768,0.46140000000000003,125,340,457,3404,190,304,109,0,1134,5902,207,449,638,4070,248,335,123,0,389412,886,Moravskoslezský,2024-07-01
700-799,zbývající kriminalita,1404,913,0.6503,2,1,3,333,57,535,454,2,313,1226,2,5,7,448,81,593,498,3,28695,0,Moravskoslezský,2024-07-01
800-899,hospodářská kriminalita,922,394,0.42729999999999996,2,0,2,127,22,3,0,8,127,521,2,0,2,176,37,4,0,10,5731349,0,Moravskoslezský,2024-07-01
900-999,vojenské a protiústavní činy,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Moravskoslezský,2024-07-01
100-106,vraždy,4,4,1.0,1,0,1,2,0,2,2,0,0,4,1,0,1,2,0,2,2,0,0,0,Olomoucký,2024-07-01
100-199,násilná kriminalita,567,327,0.5767,12,16,25,128,24,129,106,0,103,430,20,33,49,164,29,152,126,0,1346,203,Olomoucký,2024-07-01
200-299,mravnostní kriminalita,96,50,0.5207999999999999,10,4,14,15,4,16,9,0,19,69,11,6,17,16,4,20,10,0,0,0,Olomoucký,2024-07-01
300-399,krádeže vloupáním,503,89,0.1769,5,3,7,54,6,11,4,0,50,139,8,6,12,93,11,15,7,0,21754,49,Olomoucký,2024-07-01
400-499,krádeže prosté,795,422,0.5307999999999999,3,9,12,356,8,42,20,0,73,495,3,16,19,397,11,44,22,0,27770,859,Olomoucký,2024-07-01
500-599,ostatní majetková kriminalita,1040,136,0.1308,3,5,8,65,12,7,5,0,103,239,5,9,14,112,16,14,10,0,168477,0,Olomoucký,2024-07-01
300-599,majetková kriminalita,2338,647,0.2767,11,17,27,475,26,60,29,0,226,873,16,31,45,602,38,73,39,0,218002,908,Olomoucký,2024-07-01
600-699,ostatní kriminalita,836,538,0.6435,6,17,23,244,35,102,62,0,98,636,7,23,30,286,38,118,74,0,26473,0,Olomoucký,2024-07-01
100-699,obecná kriminalita,3837,1562,0.4071,39,54,89,862,89,307,206,0,446,2008,54,93,141,1068,109,363,249,0,245821,1111,Olomoucký,2024-07-01
700-799,zbývající kriminalita,926,632,0.6825,0,2,2,157,70,351,294,0,147,779,0,2,2,199,83,394,325,0,33631,0,Olomoucký,2024-07-01
800-899,hospodářská kriminalita,541,217,0.4011,0,0,0,25,21,2,1,8,71,288,0,2,2,37,23,3,1,10,294124,258,Olomoucký,2024-07-01
900-999,vojenské a protiústavní činy,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Olomoucký,2024-07-01
100-106,vraždy,3,2,0.6667000000000001,0,0,0,2,0,1,1,0,3,5,0,0,0,2,0,1,1,0,0,0,Zlínský,2024-07-01
100-199,násilná kriminalita,374,210,0.5615,5,6,11,102,14,113,68,0,61,271,7,10,17,127,23,137,83,0,743,0,Zlínský,2024-07-01
200-299,mravnostní kriminalita,74,33,0.446,2,2,4,9,2,10,8,0,22,55,8,8,16,14,4,13,10,0,0,0,Zlínský,2024-07-01
300-399,krádeže vloupáním,400,91,0.2275,2,10,11,56,3,17,1,0,17,108,3,12,14,68,4,18,1,0,21427,147,Zlínský,2024-07-01
400-499,krádeže prosté,598,382,0.6388,4,5,9,319,5,109,16,0,56,438,4,8,12,364,6,113,17,0,29011,255,Zlínský,2024-07-01
500-599,ostatní majetková kriminalita,762,100,0.13119999999999998,0,4,4,51,2,25,5,0,63,163,1,5,6,82,5,27,6,0,225214,340,Zlínský,2024-07-01
300-599,majetková kriminalita,1760,573,0.3256,6,19,24,426,10,151,22,0,136,709,8,25,32,514,15,158,24,0,275652,742,Zlínský,2024-07-01
600-699,ostatní kriminalita,645,401,0.6217,4,9,11,246,48,101,59,0,42,443,4,11,13,265,52,107,63,0,2113,0,Zlínský,2024-07-01
100-699,obecná kriminalita,2853,1217,0.4266,17,36,50,783,74,375,157,0,261,1478,27,54,78,920,94,415,180,0,278508,743,Zlínský,2024-07-01
700-799,zbývající kriminalita,732,461,0.6297999999999999,2,2,4,167,49,278,221,0,89,550,2,3,5,192,61,307,244,0,39742,0,Zlínský,2024-07-01
800-899,hospodářská kriminalita,367,166,0.4523,0,0,0,42,21,2,1,9,53,219,0,0,0,56,25,3,1,12,320169,0,Zlínský,2024-07-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zlínský,2024-07-01
100-106,vraždy,3,3,1.0,0,1,1,1,1,2,1,0,0,3,0,1,1,1,1,2,1,0,0,0,Vysočina,2024-07-01
100-199,násilná kriminalita,359,205,0.5710000000000001,8,9,16,92,23,81,65,0,61,266,8,16,23,110,33,97,73,0,1991,0,Vysočina,2024-07-01
200-299,mravnostní kriminalita,90,40,0.44439999999999996,4,1,5,14,3,9,6,0,12,52,6,4,10,15,3,10,6,0,0,0,Vysočina,2024-07-01
300-399,krádeže vloupáním,294,101,0.3435,0,8,8,80,3,5,3,0,31,132,0,12,12,103,7,6,4,0,19176,12,Vysočina,2024-07-01
400-499,krádeže prosté,430,272,0.6325999999999999,2,6,8,208,22,18,9,0,30,302,3,12,15,226,25,20,10,0,10886,60,Vysočina,2024-07-01
500-599,ostatní majetková kriminalita,682,92,0.1349,2,5,7,37,12,8,7,0,61,153,3,10,13,68,21,8,7,0,128525,0,Vysočina,2024-07-01
300-599,majetková kriminalita,1406,465,0.3307,4,19,23,325,37,31,19,0,122,587,6,34,40,397,53,34,21,0,158588,72,Vysočina,2024-07-01
600-699,ostatní kriminalita,576,369,0.6406000000000001,4,26,30,216,33,62,32,3,49,418,4,34,38,240,35,75,36,3,9604,0,Vysočina,2024-07-01
100-699,obecná kriminalita,2431,1079,0.4439,20,55,74,647,96,183,122,3,244,1323,24,88,111,762,124,216,136,3,170182,72,Vysočina,2024-07-01
700-799,zbývající kriminalita,552,373,0.6757,2,6,8,103,85,243,220,0,88,461,2,9,11,125,96,260,235,0,20536,0,Vysočina,2024-07-01
800-899,hospodářská kriminalita,285,123,0.4316,0,1,1,22,38,1,1,3,34,157,0,1,1,32,40,1,1,6,234824,0,Vysočina,2024-07-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vysočina,2024-07-01
100-106,vraždy,6,6,1.0,0,0,0,1,1,4,4,0,0,6,0,0,0,1,1,4,4,0,0,0,Pardubický,2024-07-01
100-199,násilná kriminalita,267,151,0.5655,4,4,8,80,19,61,39,0,43,194,5,9,14,102,23,77,44,0,1586,0,Pardubický,2024-07-01
200-299,mravnostní kriminalita,105,53,0.5047999999999999,10,11,21,11,2,5,2,0,14,67,15,14,29,14,2,7,2,0,0,0,Pardubický,2024-07-01
300-399,krádeže vloupáním,313,123,0.39299999999999996,2,0,2,105,5,10,4,0,51,174,2,0,2,144,9,16,6,0,11103,36,Pardubický,2024-07-01
400-499,krádeže prosté,493,305,0.6187,1,1,2,271,19,31,15,0,38,343,1,4,5,291,24,37,16,0,15657,1400,Pardubický,2024-07-01
500-599,ostatní majetková kriminalita,734,96,0.1308,5,0,5,44,14,24,10,0,82,178,10,6,16,78,26,35,13,0,131886,857,Pardubický,2024-07-01
300-599,majetková kriminalita,1540,524,0.3403,8,1,9,420,38,65,29,0,171,695,13,10,23,513,59,88,35,0,158646,2293,Pardubický,2024-07-01
600-699,ostatní kriminalita,542,365,0.6734,7,21,28,186,40,115,34,0,38,403,9,24,33,205,46,121,36,0,4272,0,Pardubický,2024-07-01
100-699,obecná kriminalita,2454,1093,0.4454,29,37,66,697,99,246,104,0,266,1359,42,57,99,834,130,293,117,0,164504,2293,Pardubický,2024-07-01
700-799,zbývající kriminalita,615,407,0.6618,0,1,1,107,60,253,223,0,116,523,0,1,1,153,74,272,236,0,140043,0,Pardubický,2024-07-01
800-899,hospodářská kriminalita,260,116,0.4462,0,0,0,27,14,3,2,3,28,144,1,1,2,35,15,3,2,6,79330,0,Pardubický,2024-07-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pardubický,2024-07-01
100-106,vraždy,6,6,1.0,0,0,0,3,2,1,0,0,1,7,0,1,1,3,2,1,0,0,0,0,Liberecký,2024-07-01
100-199,násilná kriminalita,417,202,0.4844,10,6,16,84,33,20,15,0,107,309,13,16,27,120,49,27,21,0,4830,0,Liberecký,2024-07-01
200-299,mravnostní kriminalita,114,53,0.46490000000000004,6,6,12,15,2,0,0,0,31,84,7,11,18,24,4,0,0,0,0,0,Liberecký,2024-07-01
300-399,krádeže vloupáním,639,98,0.1534,1,0,1,83,4,2,2,0,92,190,2,3,5,148,17,3,2,0,46586,316,Liberecký,2024-07-01
400-499,krádeže prosté,657,296,0.45049999999999996,1,5,6,238,19,4,3,0,74,370,1,8,9,288,23,4,3,0,31597,103,Liberecký,2024-07-01
500-599,ostatní majetková kriminalita,818,90,0.11,5,0,5,46,6,0,0,0,107,197,9,5,13,91,19,0,0,0,169793,0,Liberecký,2024-07-01
300-599,majetková kriminalita,2114,484,0.22899999999999998,7,5,12,367,29,6,5,0,273,757,12,16,27,527,59,7,5,0,247976,419,Liberecký,2024-07-01
600-699,ostatní kriminalita,787,545,0.6925,4,5,8,349,47,60,22,1,105,650,5,9,13,415,51,69,28,1,35046,0,Liberecký,2024-07-01
100-699,obecná kriminalita,3432,1284,0.3741,27,22,48,815,111,86,42,1,516,1800,37,52,85,1086,163,103,54,1,287851,419,Liberecký,2024-07-01
700-799,zbývající kriminalita,700,400,0.5714,1,4,5,102,50,262,195,0,184,584,1,4,5,159,65,293,215,0,31386,0,Liberecký,2024-07-01
800-899,hospodářská kriminalita,320,115,0.3594,2,2,4,23,20,0,0,8,89,204,2,2,4,50,27,1,0,9,123346,0,Liberecký,2024-07-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Liberecký,2024-07-01
100-106,vraždy,2,1,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Karlovarský,2024-07-01
100-199,násilná kriminalita,284,131,0.46130000000000004,5,8,13,78,11,8,5,0,48,179,7,14,21,92,16,14,8,1,1616,0,Karlovarský,2024-07-01
200-299,mravnostní kriminalita,48,23,0.4792,0,3,3,7,1,3,1,0,18,41,2,7,9,9,3,3,1,0,0,0,Karlovarský,2024-07-01
300-399,krádeže vloupáním,583,134,0.2299,0,1,1,120,1,4,0,0,60,194,1,4,5,162,1,4,0,0,23513,158,Karlovarský,2024-07-01
400-499,krádeže prosté,543,273,0.5028,0,4,4,233,11,6,1,0,63,336,0,7,7,283,12,6,1,0,23696,185,Karlovarský,2024-07-01
500-599,ostatní majetková kriminalita,498,84,0.16870000000000002,4,1,5,37,4,2,2,0,62,146,6,3,9,67,11,2,2,0,99596,0,Karlovarský,2024-07-01
300-599,majetková kriminalita,1624,491,0.3023,4,6,10,390,16,12,3,0,185,676,7,14,21,512,24,12,3,0,146804,343,Karlovarský,2024-07-01
600-699,ostatní kriminalita,454,287,0.6322,3,1,4,207,12,20,8,0,84,371,4,4,8,271,22,25,9,0,2814,0,Karlovarský,2024-07-01
100-699,obecná kriminalita,2410,932,0.38670000000000004,12,18,30,682,40,43,17,0,335,1267,20,39,59,884,65,54,21,1,151234,343,Karlovarský,2024-07-01
700-799,zbývající kriminalita,457,230,0.5033,1,0,1,74,30,183,125,1,139,369,1,0,1,126,46,225,151,1,16714,0,Karlovarský,2024-07-01
800-899,hospodářská kriminalita,194,62,0.3196,0,2,2,11,16,0,0,1,41,103,0,2,2,23,27,0,0,4,75816,0,Karlovarský,2024-07-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karlovarský,2024-07-01
100-106,vraždy,87,74,0.8506,3,2,5,26,12,36,28,0,14,88,4,3,7,29,13,37,29,0,421,0,Česká republika,2024-08-01
100-199,násilná kriminalita,9759,5106,0.5232,219,301,499,2372,651,1043,657,0,1693,6799,312,465,744,3028,849,1263,802,3,45090,296,Česká republika,2024-08-01
200-299,mravnostní kriminalita,2428,1127,0.4642,129,140,269,296,107,101,43,0,525,1652,223,235,455,391,133,115,50,1,71,0,Česká republika,2024-08-01
300-399,krádeže vloupáním,18865,3630,0.1924,43,103,133,2923,214,216,24,0,1693,5323,73,176,225,4266,322,265,31,0,956062,3035,Česká republika,2024-08-01
400-499,krádeže prosté,22109,9757,0.4413,77,173,249,7939,686,626,154,0,1870,11627,109,284,388,9289,879,665,164,1,807257,11786,Česká republika,2024-08-01
500-599,ostatní majetková kriminalita,22770,2672,0.1174,57,65,119,1352,267,204,97,2,2152,4824,95,158,249,2364,529,239,114,7,4291981,1803,Česká republika,2024-08-01
300-599,majetková kriminalita,63744,16059,0.2519,177,341,501,12214,1167,1046,275,2,5715,21774,277,618,862,15919,1730,1169,309,8,6055300,16625,Česká republika,2024-08-01
600-699,ostatní kriminalita,19239,11992,0.6233,155,434,581,7356,1242,1396,583,5,2151,14143,213,618,819,8499,1446,1562,661,7,578863,0,Česká republika,2024-08-01
100-699,obecná kriminalita,95170,34284,0.3602,680,1216,1850,22238,3167,3586,1558,7,10084,44368,1025,1936,2880,27837,4158,4109,1822,19,6679325,16921,Česká republika,2024-08-01
700-799,zbývající kriminalita,15935,10450,0.6557999999999999,19,66,85,3298,1642,6362,4877,7,3056,13506,23,95,118,4334,2008,7055,5381,10,942426,0,Česká republika,2024-08-01
800-899,hospodářská kriminalita,9414,3808,0.4045,8,18,26,725,1357,36,27,91,1479,5287,10,32,42,1137,1594,43,28,188,15673860,1588,Česká republika,2024-08-01
900-999,vojenské a protiústavní činy,18,5,0.2778,0,0,0,0,2,0,0,0,1,6,0,0,0,0,2,0,0,0,152,0,Česká republika,2024-08-01
100-106,vraždy,14,9,0.6429,0,0,0,2,2,2,2,0,0,9,0,0,0,2,2,2,2,0,0,0,Praha,2024-08-01
100-199,násilná kriminalita,1136,507,0.44630000000000003,20,25,40,212,143,59,36,0,205,712,34,41,69,280,193,80,54,0,4677,24,Praha,2024-08-01
200-299,mravnostní kriminalita,323,132,0.40869999999999995,7,14,21,34,30,5,3,0,63,195,18,20,38,43,33,5,3,0,25,0,Praha,2024-08-01
300-399,krádeže vloupáním,5432,402,0.07400000000000001,2,2,4,325,46,7,0,0,400,802,2,9,11,647,66,12,0,0,314510,1284,Praha,2024-08-01
400-499,krádeže prosté,6311,1354,0.2146,3,21,24,968,293,29,10,0,425,1779,6,36,42,1279,378,30,10,0,201381,3023,Praha,2024-08-01
500-599,ostatní majetková kriminalita,5476,502,0.0917,2,8,10,252,106,23,17,0,398,900,6,17,23,431,186,29,22,0,1158361,441,Praha,2024-08-01
300-599,majetková kriminalita,17219,2258,0.1311,7,31,38,1545,445,59,27,0,1223,3481,14,62,76,2357,630,71,32,0,1674252,4748,Praha,2024-08-01
600-699,ostatní kriminalita,3502,1611,0.46,9,15,21,868,421,101,46,0,281,1892,14,30,41,1016,480,113,55,0,110293,0,Praha,2024-08-01
100-699,obecná kriminalita,22180,4508,0.20329999999999998,43,85,120,2659,1039,224,112,0,1772,6280,80,153,224,3696,1336,269,144,0,1789247,4772,Praha,2024-08-01
700-799,zbývající kriminalita,1581,996,0.63,1,26,27,273,258,628,392,0,321,1317,1,30,31,376,320,688,423,0,179526,0,Praha,2024-08-01
800-899,hospodářská kriminalita,2396,1068,0.4457,0,5,5,112,836,5,4,19,301,1369,0,9,9,188,903,7,4,35,6587983,0,Praha,2024-08-01
900-999,vojenské a protiústavní činy,11,3,0.2727,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,152,0,Praha,2024-08-01
100-106,vraždy,9,8,0.8889,0,0,0,0,1,4,4,0,1,9,0,0,0,0,2,4,4,0,0,0,Středočeský,2024-08-01
100-199,násilná kriminalita,1085,503,0.4636,16,17,33,220,78,45,35,0,209,712,23,28,51,303,98,51,38,1,7373,0,Středočeský,2024-08-01
200-299,mravnostní kriminalita,236,95,0.4025,3,14,17,31,11,4,0,0,77,172,10,24,34,53,16,6,2,0,0,0,Středočeský,2024-08-01
300-399,krádeže vloupáním,2187,336,0.1536,0,6,6,260,31,16,3,0,242,578,5,15,19,447,44,21,3,0,146230,140,Středočeský,2024-08-01
400-499,krádeže prosté,1809,705,0.3897,5,6,11,508,48,23,8,0,199,904,7,16,23,649,66,27,9,1,112965,1572,Středočeský,2024-08-01
500-599,ostatní majetková kriminalita,2568,226,0.08800000000000001,5,4,9,92,29,11,6,1,321,547,9,12,21,234,70,12,7,5,482459,54,Středočeský,2024-08-01
300-599,majetková kriminalita,6564,1267,0.193,10,16,26,860,108,50,17,1,762,2029,21,43,63,1330,180,60,19,6,741654,1767,Středočeský,2024-08-01
600-699,ostatní kriminalita,2345,1575,0.6716,8,18,26,993,154,116,41,0,386,1961,19,52,70,1192,184,135,51,1,160651,0,Středočeský,2024-08-01
100-699,obecná kriminalita,10230,3440,0.33630000000000004,37,65,102,2104,351,215,93,1,1434,4874,73,147,218,2878,478,252,110,8,909678,1767,Středočeský,2024-08-01
700-799,zbývající kriminalita,2234,1525,0.6826000000000001,2,3,5,424,349,1004,829,1,436,1961,3,7,10,551,410,1087,900,1,108623,0,Středočeský,2024-08-01
