TSK,TSK_desc,Registrovano_pocet,Objasneno_pocet,Objasneno_procent,Spachano_nezletilymi,Spachano_mladistvymi,Spachano_detmi,Spachano_opakovane,Spachano_cizinci,Spachano_pod_vlivem,Spachano_pod_vlivem_alkoholu,Spachano_firmou,Objasneno_dodatecne,Objasneno_celkem,Spachano_nezletilymi_celkem,Spachano_mladistvymi_celkem,Spachano_detmi_celkem,Spachano_opakovane_celkem,Spachano_cizinci_celkem,Spachano_pod_vlivem_celkem,Spachano_pod_vlivem_alkoholu_celkem,Spachano_firmou_celkem,Skoda_celkem_tis,Skoda_zajistena_tis,Region,Period
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Královéhradecký,2024-05-01
100-106,vraždy,4,2,0.5,0,1,1,0,0,1,1,0,0,2,0,1,1,0,0,1,1,0,0,0,Jihomoravský,2024-05-01
100-199,násilná kriminalita,616,247,0.401,2,21,23,112,34,40,26,0,195,442,11,40,50,193,53,64,43,0,1243,0,Jihomoravský,2024-05-01
200-299,mravnostní kriminalita,136,53,0.3897,2,6,8,10,6,2,0,0,42,95,9,12,21,17,9,3,1,1,2,0,Jihomoravský,2024-05-01
300-399,krádeže vloupáním,1373,187,0.1362,0,0,0,155,10,10,1,0,111,298,2,3,4,254,17,16,1,0,61622,6,Jihomoravský,2024-05-01
400-499,krádeže prosté,1414,514,0.3635,2,3,5,441,46,32,6,0,228,742,6,15,21,616,73,40,8,0,47232,1240,Jihomoravský,2024-05-01
500-599,ostatní majetková kriminalita,1666,127,0.0762,3,2,5,61,15,6,4,0,223,350,4,12,16,164,41,6,4,0,244271,0,Jihomoravský,2024-05-01
300-599,majetková kriminalita,4453,828,0.1859,5,5,10,657,71,48,11,0,562,1390,12,30,41,1034,131,62,13,0,353126,1247,Jihomoravský,2024-05-01
600-699,ostatní kriminalita,1153,518,0.4493,3,16,19,314,67,79,36,0,239,757,4,34,37,453,92,106,48,0,8364,0,Jihomoravský,2024-05-01
100-699,obecná kriminalita,6358,1646,0.2589,12,48,60,1093,178,169,73,0,1038,2684,36,116,149,1697,285,235,105,1,362735,1247,Jihomoravský,2024-05-01
700-799,zbývající kriminalita,974,533,0.5472,2,1,3,154,102,364,280,0,270,803,3,7,10,224,138,474,364,0,34002,0,Jihomoravský,2024-05-01
800-899,hospodářská kriminalita,622,115,0.18489999999999998,1,0,1,24,63,4,4,10,133,248,1,2,3,62,82,4,4,36,329517,0,Jihomoravský,2024-05-01
900-999,vojenské a protiústavní činy,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihomoravský,2024-05-01
100-106,vraždy,3,3,1.0,0,0,0,2,1,2,2,0,1,4,1,0,1,2,1,2,2,0,21,0,Moravskoslezský,2024-05-01
100-199,násilná kriminalita,865,413,0.4775,19,38,55,222,28,62,30,0,192,605,38,58,90,305,42,77,38,0,4585,7,Moravskoslezský,2024-05-01
200-299,mravnostní kriminalita,174,81,0.46549999999999997,14,17,31,18,5,4,1,0,36,117,20,21,41,24,8,4,1,0,3,0,Moravskoslezský,2024-05-01
300-399,krádeže vloupáním,1322,395,0.2988,5,24,29,345,10,16,0,0,177,572,14,37,50,498,13,18,1,0,43826,135,Moravskoslezský,2024-05-01
400-499,krádeže prosté,2092,1281,0.6123,11,17,28,1092,23,37,10,0,230,1511,24,36,58,1254,32,37,10,0,42543,400,Moravskoslezský,2024-05-01
500-599,ostatní majetková kriminalita,1533,172,0.11220000000000001,2,5,7,94,16,1,0,0,190,362,9,18,27,192,27,2,0,0,175383,0,Moravskoslezský,2024-05-01
300-599,majetková kriminalita,4947,1848,0.3736,18,46,64,1531,49,54,10,0,597,2445,47,91,135,1944,72,57,11,0,261753,535,Moravskoslezský,2024-05-01
600-699,ostatní kriminalita,1567,978,0.6241,29,113,142,645,42,91,36,0,200,1178,51,139,189,755,51,99,40,0,13107,0,Moravskoslezský,2024-05-01
100-699,obecná kriminalita,7553,3320,0.4396,80,214,292,2416,124,211,77,0,1025,4345,156,309,455,3028,173,237,90,0,279447,542,Moravskoslezský,2024-05-01
700-799,zbývající kriminalita,1063,618,0.5814,1,1,2,227,42,381,324,1,288,906,1,5,6,336,62,436,367,1,21961,0,Moravskoslezský,2024-05-01
800-899,hospodářská kriminalita,692,264,0.3815,1,1,2,88,19,2,0,3,95,359,1,1,2,122,31,2,0,5,5700791,0,Moravskoslezský,2024-05-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moravskoslezský,2024-05-01
100-106,vraždy,1,1,1.0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,Olomoucký,2024-05-01
100-199,násilná kriminalita,375,199,0.5307,7,13,19,78,22,74,63,0,93,292,14,28,40,109,25,93,79,0,1110,203,Olomoucký,2024-05-01
200-299,mravnostní kriminalita,68,27,0.3971,4,4,8,6,3,8,5,0,17,44,5,6,11,6,3,10,6,0,0,0,Olomoucký,2024-05-01
300-399,krádeže vloupáním,338,56,0.16570000000000001,4,0,4,34,4,5,3,0,43,99,7,3,9,67,9,8,5,0,13722,11,Olomoucký,2024-05-01
400-499,krádeže prosté,539,284,0.5268999999999999,3,6,9,233,7,28,14,0,63,347,3,13,16,268,10,30,16,0,12754,271,Olomoucký,2024-05-01
500-599,ostatní majetková kriminalita,759,93,0.1225,0,4,4,43,8,7,5,0,84,177,1,8,9,82,14,12,9,0,109319,0,Olomoucký,2024-05-01
300-599,majetková kriminalita,1636,433,0.2647,7,10,17,310,19,40,22,0,190,623,11,24,34,417,33,50,30,0,135795,282,Olomoucký,2024-05-01
600-699,ostatní kriminalita,586,348,0.5939,4,13,17,154,20,59,36,0,90,438,5,17,22,194,22,73,46,0,3491,0,Olomoucký,2024-05-01
100-699,obecná kriminalita,2665,1007,0.3779,22,40,61,548,64,181,126,0,390,1397,35,75,107,726,83,226,161,0,140396,485,Olomoucký,2024-05-01
700-799,zbývající kriminalita,672,419,0.6235,0,0,0,109,46,231,198,0,134,553,0,0,0,146,56,273,229,0,23391,0,Olomoucký,2024-05-01
800-899,hospodářská kriminalita,410,143,0.3488,0,0,0,19,13,1,0,2,56,199,0,1,1,26,15,2,0,4,242217,258,Olomoucký,2024-05-01
900-999,vojenské a protiústavní činy,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Olomoucký,2024-05-01
100-106,vraždy,1,1,1.0,0,0,0,1,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,Zlínský,2024-05-01
100-199,násilná kriminalita,278,134,0.48200000000000004,4,4,8,66,12,72,44,0,55,189,6,8,14,90,21,95,58,0,620,0,Zlínský,2024-05-01
200-299,mravnostní kriminalita,59,23,0.3898,1,2,3,6,1,6,5,0,17,40,6,7,13,9,2,9,7,0,0,0,Zlínský,2024-05-01
300-399,krádeže vloupáním,268,50,0.1866,2,5,7,36,0,10,0,0,16,66,3,7,10,47,1,11,0,0,11337,141,Zlínský,2024-05-01
400-499,krádeže prosté,453,271,0.5982,1,2,3,233,5,81,11,0,57,328,1,4,5,280,6,85,12,0,25161,170,Zlínský,2024-05-01
500-599,ostatní majetková kriminalita,517,67,0.12960000000000002,0,2,2,34,2,17,3,0,49,116,1,3,4,55,4,19,4,0,177388,340,Zlínský,2024-05-01
300-599,majetková kriminalita,1238,388,0.3134,3,9,12,303,7,108,14,0,122,510,5,14,19,382,11,115,16,0,213885,651,Zlínský,2024-05-01
600-699,ostatní kriminalita,472,294,0.6229,3,7,10,177,34,69,43,0,40,334,3,9,12,196,38,75,47,0,1690,0,Zlínský,2024-05-01
100-699,obecná kriminalita,2047,839,0.40990000000000004,11,22,33,552,54,255,106,0,234,1073,20,38,58,677,72,294,128,0,216196,651,Zlínský,2024-05-01
700-799,zbývající kriminalita,544,340,0.625,2,2,4,124,34,199,159,0,81,421,2,2,4,147,46,228,182,0,28905,0,Zlínský,2024-05-01
800-899,hospodářská kriminalita,287,107,0.3728,0,0,0,25,15,1,0,4,43,150,0,0,0,34,18,2,0,6,220316,0,Zlínský,2024-05-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zlínský,2024-05-01
100-106,vraždy,2,2,1.0,0,1,1,0,1,1,0,0,0,2,0,1,1,0,1,1,0,0,0,0,Vysočina,2024-05-01
100-199,násilná kriminalita,254,135,0.5315,6,7,12,64,15,52,40,0,58,193,6,13,18,81,25,66,47,0,1775,0,Vysočina,2024-05-01
200-299,mravnostní kriminalita,67,23,0.3433,2,1,3,8,2,6,4,0,8,31,4,3,7,8,2,7,4,0,0,0,Vysočina,2024-05-01
300-399,krádeže vloupáním,215,77,0.35810000000000003,0,4,4,69,3,4,2,0,25,102,0,7,7,90,6,4,2,0,15956,12,Vysočina,2024-05-01
400-499,krádeže prosté,300,175,0.5832999999999999,0,5,5,128,9,13,7,0,28,203,1,10,11,144,11,15,8,0,8858,43,Vysočina,2024-05-01
500-599,ostatní majetková kriminalita,498,59,0.1185,2,2,4,27,6,6,5,0,49,108,3,6,9,47,10,6,5,0,92046,0,Vysočina,2024-05-01
300-599,majetková kriminalita,1013,311,0.307,2,11,13,224,18,23,14,0,102,413,4,23,27,281,27,25,15,0,116859,55,Vysočina,2024-05-01
600-699,ostatní kriminalita,414,260,0.628,2,24,26,152,26,46,25,0,49,309,2,32,34,176,28,59,29,0,3106,0,Vysočina,2024-05-01
100-699,obecná kriminalita,1748,729,0.4171,12,43,54,448,61,127,83,0,217,946,16,71,86,546,82,157,95,0,121741,55,Vysočina,2024-05-01
700-799,zbývající kriminalita,391,257,0.6573,2,4,6,72,62,174,156,0,84,341,2,6,8,94,71,191,171,0,11697,0,Vysočina,2024-05-01
800-899,hospodářská kriminalita,224,85,0.3795,0,0,0,15,27,1,1,2,28,113,0,0,0,23,29,1,1,4,213972,0,Vysočina,2024-05-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vysočina,2024-05-01
100-106,vraždy,4,4,1.0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,2,2,0,0,0,Pardubický,2024-05-01
100-199,násilná kriminalita,192,102,0.5313,2,2,4,50,11,36,23,0,36,138,3,6,9,69,15,49,26,0,1428,0,Pardubický,2024-05-01
200-299,mravnostní kriminalita,82,45,0.5488000000000001,10,9,19,9,1,4,1,0,12,57,13,12,25,12,1,6,1,0,0,0,Pardubický,2024-05-01
300-399,krádeže vloupáním,209,76,0.3636,2,0,2,64,5,4,3,0,47,123,2,0,2,102,9,6,5,0,5861,13,Pardubický,2024-05-01
400-499,krádeže prosté,340,205,0.6029,1,1,2,179,16,26,14,0,36,241,1,4,5,199,20,31,15,0,12472,1313,Pardubický,2024-05-01
500-599,ostatní majetková kriminalita,520,65,0.125,1,0,1,29,10,18,9,0,62,127,5,5,10,53,17,23,12,0,77462,794,Pardubický,2024-05-01
300-599,majetková kriminalita,1069,346,0.3237,4,1,5,272,31,48,26,0,145,491,8,9,17,354,46,60,32,0,95795,2120,Pardubický,2024-05-01
600-699,ostatní kriminalita,395,270,0.6835,6,15,21,133,30,82,23,0,32,302,8,17,25,149,35,87,24,0,1591,0,Pardubický,2024-05-01
100-699,obecná kriminalita,1738,763,0.439,22,27,49,464,73,170,73,0,225,988,32,44,76,584,97,202,83,0,98814,2120,Pardubický,2024-05-01
700-799,zbývající kriminalita,458,261,0.5699000000000001,0,0,0,66,39,166,144,0,105,366,0,0,0,108,52,185,157,0,20407,0,Pardubický,2024-05-01
800-899,hospodářská kriminalita,194,90,0.4639,0,0,0,16,8,0,0,3,24,114,1,1,2,21,9,0,0,4,55094,0,Pardubický,2024-05-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pardubický,2024-05-01
100-106,vraždy,4,4,1.0,0,0,0,2,2,1,0,0,1,5,0,1,1,2,2,1,0,0,0,0,Liberecký,2024-05-01
100-199,násilná kriminalita,306,135,0.4412,5,4,9,58,27,13,10,0,99,234,8,13,19,90,42,20,16,0,723,0,Liberecký,2024-05-01
200-299,mravnostní kriminalita,95,39,0.4105,3,0,3,14,2,0,0,0,26,65,4,3,7,22,4,0,0,0,0,0,Liberecký,2024-05-01
300-399,krádeže vloupáním,483,69,0.1429,0,0,0,56,1,0,0,0,74,143,1,3,4,111,7,1,0,0,35066,146,Liberecký,2024-05-01
400-499,krádeže prosté,492,231,0.46950000000000003,1,4,5,187,15,4,3,0,65,296,1,7,8,230,18,4,3,0,27361,89,Liberecký,2024-05-01
500-599,ostatní majetková kriminalita,584,61,0.1045,2,0,2,28,4,0,0,0,87,148,6,3,8,57,12,0,0,0,135855,0,Liberecký,2024-05-01
300-599,majetková kriminalita,1559,361,0.2316,3,4,7,271,20,4,3,0,226,587,8,13,20,398,37,5,3,0,198282,236,Liberecký,2024-05-01
600-699,ostatní kriminalita,603,407,0.675,3,1,3,268,35,46,20,1,101,508,4,4,7,330,38,55,26,1,27969,0,Liberecký,2024-05-01
100-699,obecná kriminalita,2563,942,0.3675,14,9,22,611,84,63,33,1,452,1394,24,33,53,840,121,80,45,1,226974,236,Liberecký,2024-05-01
700-799,zbývající kriminalita,510,263,0.5157,1,2,3,68,42,177,142,0,159,422,1,2,3,117,56,205,160,0,20948,0,Liberecký,2024-05-01
800-899,hospodářská kriminalita,261,75,0.2874,2,0,2,11,9,0,0,6,73,148,2,0,2,34,16,1,0,6,114137,0,Liberecký,2024-05-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Liberecký,2024-05-01
100-106,vraždy,1,1,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Karlovarský,2024-05-01
100-199,násilná kriminalita,214,93,0.4346,5,4,9,55,8,2,1,0,36,129,7,9,16,68,12,6,2,0,1093,0,Karlovarský,2024-05-01
200-299,mravnostní kriminalita,39,16,0.4103,0,2,2,6,1,2,0,0,13,29,2,4,6,7,3,2,0,0,0,0,Karlovarský,2024-05-01
300-399,krádeže vloupáním,433,96,0.2217,0,1,1,87,1,2,0,0,59,155,1,4,5,128,1,2,0,0,17192,88,Karlovarský,2024-05-01
400-499,krádeže prosté,402,207,0.5149,0,2,2,176,10,3,1,0,54,261,0,5,5,218,11,3,1,0,12722,105,Karlovarský,2024-05-01
500-599,ostatní majetková kriminalita,368,66,0.1793,4,0,4,29,4,1,1,0,53,119,5,1,6,55,11,1,1,0,79361,0,Karlovarský,2024-05-01
300-599,majetková kriminalita,1203,369,0.30670000000000003,4,3,7,292,15,6,2,0,166,535,6,10,16,401,23,6,2,0,109275,193,Karlovarský,2024-05-01
600-699,ostatní kriminalita,343,199,0.5802,3,0,3,143,9,12,6,0,77,276,4,3,7,200,19,17,7,0,2527,0,Karlovarský,2024-05-01
100-699,obecná kriminalita,1799,677,0.3763,12,9,21,496,33,22,9,0,292,969,19,26,45,676,57,31,11,0,112895,193,Karlovarský,2024-05-01
700-799,zbývající kriminalita,342,150,0.4386,1,0,1,49,24,121,90,1,122,272,1,0,1,93,36,160,114,1,10311,0,Karlovarský,2024-05-01
800-899,hospodářská kriminalita,142,43,0.3028,0,2,2,7,13,0,0,1,36,79,0,2,2,18,23,0,0,3,57443,0,Karlovarský,2024-05-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karlovarský,2024-05-01
100-106,vraždy,66,51,0.7726999999999999,1,2,3,17,11,25,19,0,12,63,2,3,5,20,12,25,19,0,421,0,Česká republika,2024-06-01
100-199,násilná kriminalita,7364,3543,0.48109999999999997,160,210,352,1659,452,708,448,0,1537,5080,248,361,581,2262,632,905,580,1,39279,223,Česká republika,2024-06-01
200-299,mravnostní kriminalita,1873,792,0.4229,91,100,191,197,68,68,30,0,446,1238,173,174,344,281,87,81,37,1,46,0,Česká republika,2024-06-01
300-399,krádeže vloupáním,14137,2434,0.1722,32,67,94,1939,131,165,17,0,1504,3938,58,128,172,3138,218,211,23,0,723099,1987,Česká republika,2024-06-01
400-499,krádeže prosté,16432,7219,0.4393,63,124,187,5886,459,482,121,0,1716,8935,94,223,314,7125,638,517,130,0,599904,10254,Česká republika,2024-06-01
500-599,ostatní majetková kriminalita,17132,1852,0.1081,38,47,85,915,187,147,68,2,1880,3732,73,123,195,1773,390,182,85,6,2995454,1583,Česká republika,2024-06-01
300-599,majetková kriminalita,47701,11505,0.2412,133,238,366,8740,777,794,206,2,5100,16605,225,474,681,12036,1246,910,238,6,4318457,13825,Česká republika,2024-06-01
600-699,ostatní kriminalita,14796,8780,0.5934,128,335,458,5414,862,1047,436,1,1991,10771,183,503,677,6480,1044,1200,510,1,377002,0,Česká republika,2024-06-01
100-699,obecná kriminalita,71734,24620,0.3432,512,883,1367,16010,2159,2617,1120,3,9074,33694,829,1512,2283,21059,3009,3096,1365,9,4734784,14047,Česká republika,2024-06-01
700-799,zbývající kriminalita,12129,7366,0.6073,14,59,73,2298,1156,4575,3501,5,2861,10227,18,88,106,3240,1491,5247,3994,8,759455,0,Česká republika,2024-06-01
800-899,hospodářská kriminalita,7386,2846,0.38530000000000003,6,14,20,541,1023,21,15,61,1252,4098,8,26,34,884,1236,26,16,134,12851215,624,Česká republika,2024-06-01
900-999,vojenské a protiústavní činy,16,5,0.3125,0,0,0,0,2,0,0,0,1,6,0,0,0,0,2,0,0,0,152,0,Česká republika,2024-06-01
100-106,vraždy,12,5,0.4167,0,0,0,1,1,1,1,0,0,5,0,0,0,1,1,1,1,0,0,0,Praha,2024-06-01
100-199,násilná kriminalita,903,359,0.39759999999999995,20,18,33,155,104,44,28,0,177,536,31,32,58,212,149,62,46,0,7445,0,Praha,2024-06-01
200-299,mravnostní kriminalita,253,98,0.3874,5,11,16,26,19,2,0,0,52,150,16,15,31,35,21,2,0,0,0,0,Praha,2024-06-01
300-399,krádeže vloupáním,4166,231,0.0555,2,2,4,178,32,2,0,0,350,581,2,7,9,460,50,6,0,0,253564,464,Praha,2024-06-01
400-499,krádeže prosté,4640,997,0.21489999999999998,2,20,22,730,196,26,8,0,387,1384,5,33,38,1017,276,27,8,0,145438,2736,Praha,2024-06-01
500-599,ostatní majetková kriminalita,4154,331,0.0797,2,7,9,172,65,18,13,0,329,660,6,15,21,317,131,24,18,0,742310,449,Praha,2024-06-01
300-599,majetková kriminalita,12960,1559,0.12029999999999999,6,29,35,1080,293,46,21,0,1066,2625,13,55,68,1794,457,57,26,0,1141313,3649,Praha,2024-06-01
600-699,ostatní kriminalita,2614,1103,0.42200000000000004,7,10,15,632,264,77,34,0,251,1354,10,24,32,766,314,86,41,0,53343,0,Praha,2024-06-01
100-699,obecná kriminalita,16730,3119,0.1864,38,68,99,1893,680,169,83,0,1546,4665,70,126,189,2807,941,207,113,0,1202101,3649,Praha,2024-06-01
700-799,zbývající kriminalita,1203,710,0.5902000000000001,0,25,25,182,175,452,279,0,298,1008,0,29,29,269,233,511,309,0,158726,0,Praha,2024-06-01
800-899,hospodářská kriminalita,1803,808,0.4481,0,5,5,92,657,3,2,9,262,1070,0,9,9,159,720,4,2,24,4621005,0,Praha,2024-06-01
900-999,vojenské a protiústavní činy,9,3,0.3333,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,152,0,Praha,2024-06-01
100-106,vraždy,7,6,0.8571,0,0,0,0,1,3,3,0,1,7,0,0,0,0,2,3,3,0,0,0,Středočeský,2024-06-01
100-199,násilná kriminalita,826,342,0.414,14,12,26,154,49,28,21,0,182,524,20,21,41,233,64,34,24,0,5230,0,Středočeský,2024-06-01
200-299,mravnostní kriminalita,184,67,0.3641,2,10,12,18,7,4,0,0,72,139,9,19,28,39,10,6,2,0,0,0,Středočeský,2024-06-01
300-399,krádeže vloupáním,1655,245,0.14800000000000002,0,5,5,187,23,15,3,0,205,450,4,13,16,350,32,20,3,0,110556,138,Středočeský,2024-06-01
400-499,krádeže prosté,1370,535,0.39049999999999996,5,3,8,385,41,18,5,0,174,709,7,11,18,507,58,22,6,0,91608,1471,Středočeský,2024-06-01
500-599,ostatní majetková kriminalita,1905,154,0.0808,4,3,7,66,19,9,5,1,279,433,7,7,14,186,46,10,6,5,337480,0,Středočeský,2024-06-01
300-599,majetková kriminalita,4930,934,0.1895,9,11,20,638,83,42,13,1,658,1592,18,31,48,1043,136,52,15,5,539644,1609,Středočeský,2024-06-01
600-699,ostatní kriminalita,1800,1157,0.6428,5,9,14,721,107,93,26,0,355,1512,15,39,53,904,133,109,35,0,146390,0,Středočeský,2024-06-01
100-699,obecná kriminalita,7740,2500,0.32299999999999995,30,42,72,1531,246,167,60,1,1267,3767,62,110,170,2219,343,201,76,5,691265,1609,Středočeský,2024-06-01
700-799,zbývající kriminalita,1716,1104,0.6434000000000001,1,2,3,296,246,746,607,1,412,1516,2,6,8,412,304,826,677,1,90606,0,Středočeský,2024-06-01
800-899,hospodářská kriminalita,544,114,0.2096,0,0,0,27,44,1,1,2,138,252,0,0,0,68,62,2,2,13,230811,62,Středočeský,2024-06-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Středočeský,2024-06-01
100-106,vraždy,6,3,0.5,0,0,0,1,0,1,1,0,1,4,0,0,0,1,0,1,1,0,0,0,Jihočeský,2024-06-01
100-199,násilná kriminalita,443,237,0.535,8,12,20,108,20,29,21,0,59,296,13,18,31,128,24,34,26,0,1819,0,Jihočeský,2024-06-01
200-299,mravnostní kriminalita,107,51,0.47659999999999997,5,4,9,7,2,2,2,0,19,70,8,5,13,10,2,2,2,0,0,0,Jihočeský,2024-06-01
300-399,krádeže vloupáním,449,114,0.2539,3,4,6,92,1,1,0,0,70,184,4,10,12,147,7,1,0,0,24393,89,Jihočeský,2024-06-01
400-499,krádeže prosté,555,343,0.618,3,3,6,291,3,12,8,0,53,396,3,8,11,327,8,12,8,0,12033,312,Jihočeský,2024-06-01
500-599,ostatní majetková kriminalita,696,85,0.12210000000000001,1,1,2,49,4,4,1,0,63,148,2,1,3,84,10,4,1,0,121542,0,Jihočeský,2024-06-01
300-599,majetková kriminalita,1700,542,0.3188,7,8,14,432,8,17,9,0,186,728,9,19,26,558,25,17,9,0,157968,401,Jihočeský,2024-06-01
600-699,ostatní kriminalita,816,564,0.6912,15,16,31,350,42,53,24,0,91,655,17,26,43,392,47,63,27,0,12859,0,Jihočeský,2024-06-01
100-699,obecná kriminalita,3066,1394,0.4547,35,40,74,897,72,101,56,0,355,1749,47,68,113,1088,98,116,64,0,172646,401,Jihočeský,2024-06-01
700-799,zbývající kriminalita,825,586,0.7103,0,1,1,240,68,307,213,0,111,697,0,1,1,284,76,337,232,0,52399,0,Jihočeský,2024-06-01
800-899,hospodářská kriminalita,409,177,0.4328,1,2,3,32,24,0,0,0,98,275,2,2,4,53,65,0,0,2,281364,0,Jihočeský,2024-06-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jihočeský,2024-06-01
100-106,vraždy,6,5,0.8332999999999999,0,0,0,1,3,5,3,0,2,7,0,0,0,3,3,5,3,0,0,0,Plzeňský,2024-06-01
100-199,násilná kriminalita,445,188,0.4225,5,17,22,78,42,21,14,0,106,294,9,30,39,123,60,25,17,0,1116,5,Plzeňský,2024-06-01
200-299,mravnostní kriminalita,114,32,0.2807,4,8,12,6,2,0,0,0,26,58,9,15,24,13,4,0,0,0,0,0,Plzeňský,2024-06-01
300-399,krádeže vloupáním,768,93,0.1211,0,1,1,70,17,3,0,0,127,220,1,4,4,174,31,3,0,0,25113,2,Plzeňský,2024-06-01
400-499,krádeže prosté,660,247,0.37420000000000003,5,6,11,175,24,11,3,0,92,339,6,7,13,247,34,13,3,0,51277,121,Plzeňský,2024-06-01
500-599,ostatní majetková kriminalita,815,83,0.1018,3,2,5,28,14,5,4,0,74,157,4,7,11,60,24,6,4,0,95155,0,Plzeňský,2024-06-01
300-599,majetková kriminalita,2243,423,0.1886,8,9,17,273,55,19,7,0,293,716,11,18,28,481,89,22,7,0,171545,123,Plzeňský,2024-06-01
600-699,ostatní kriminalita,789,446,0.5653,5,12,17,263,55,34,13,0,165,611,9,25,34,348,76,44,18,0,21110,0,Plzeňský,2024-06-01
100-699,obecná kriminalita,3591,1089,0.30329999999999996,22,46,68,620,154,74,34,0,590,1679,38,88,125,965,229,91,42,0,193771,128,Plzeňský,2024-06-01
700-799,zbývající kriminalita,818,414,0.5061,0,2,2,118,95,280,198,1,249,663,1,2,3,212,130,367,260,1,36341,0,Plzeňský,2024-06-01
800-899,hospodářská kriminalita,328,75,0.22870000000000001,1,0,1,10,31,2,2,1,62,137,1,2,3,26,37,2,2,2,98608,0,Plzeňský,2024-06-01
900-999,vojenské a protiústavní činy,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plzeňský,2024-06-01
100-106,vraždy,9,9,1.0,0,0,0,5,2,6,4,0,0,9,0,0,0,5,2,6,4,0,0,0,Ústecký,2024-06-01
100-199,násilná kriminalita,799,452,0.5657,28,29,55,232,41,106,45,0,126,578,38,48,83,284,51,126,55,0,1796,8,Ústecký,2024-06-01
200-299,mravnostní kriminalita,269,132,0.4907,17,16,33,43,12,15,4,0,62,194,35,35,67,53,12,16,5,0,1,0,Ústecký,2024-06-01
300-399,krádeže vloupáním,1178,343,0.2912,10,4,13,264,10,47,2,0,128,471,12,10,19,360,13,62,2,0,46508,363,Ústecký,2024-06-01
400-499,krádeže prosté,1583,1065,0.6728000000000001,17,22,39,922,36,121,13,0,135,1200,21,35,55,1021,41,126,14,0,50435,709,Ústecký,2024-06-01
500-599,ostatní majetková kriminalita,1307,226,0.1729,5,8,13,119,7,35,12,0,142,368,6,18,24,189,17,38,12,0,247987,0,Ústecký,2024-06-01
300-599,majetková kriminalita,4068,1634,0.4017,32,34,65,1305,53,203,27,0,405,2039,39,63,98,1570,71,226,28,0,344929,1073,Ústecký,2024-06-01
600-699,ostatní kriminalita,1610,1090,0.677,15,23,37,771,58,149,50,0,178,1268,19,45,63,867,66,159,52,0,48004,0,Ústecký,2024-06-01
100-699,obecná kriminalita,6746,3308,0.4904,92,102,190,2351,164,473,126,0,771,4079,131,191,311,2774,200,527,140,0,394730,1080,Ústecký,2024-06-01
700-799,zbývající kriminalita,1257,658,0.5235,2,7,9,260,68,349,247,0,346,1004,3,13,16,421,93,388,279,3,85164,0,Ústecký,2024-06-01
800-899,hospodářská kriminalita,694,358,0.5159,0,1,1,92,43,1,1,4,90,448,0,2,2,116,55,1,1,5,359663,304,Ústecký,2024-06-01
900-999,vojenské a protiústavní činy,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ústecký,2024-06-01
100-106,vraždy,3,2,0.6667000000000001,0,0,0,1,0,0,0,0,2,4,0,0,0,2,0,0,0,0,400,0,Královéhradecký,2024-06-01
100-199,násilná kriminalita,284,134,0.4718,9,4,13,57,9,29,18,0,70,204,15,8,22,88,16,44,31,0,839,0,Královéhradecký,2024-06-01
200-299,mravnostní kriminalita,101,31,0.3069,10,3,13,5,2,2,1,0,25,56,17,8,25,9,2,2,1,0,0,0,Královéhradecký,2024-06-01
300-399,krádeže vloupáním,331,141,0.426,0,2,2,97,8,33,0,0,39,180,0,4,4,122,13,33,0,0,13106,51,Královéhradecký,2024-06-01
